"","scientificName","countryCode","year"
"70","Allium cepa L.","SE",2009
"71","Allium cepa L.","SE",2009
"72","Allium cepa L.","SE",2002
"73","Allium cepa L.","SE",2009
"74","Allium cepa L.","SE",2009
"75","Allium cepa L.","SE",2009
"76","Allium cepa L.","SE",2008
"77","Allium cepa L.","SE",2008
"78","Allium cepa L.","SE",2008
"79","Allium cepa L.","SE",2008
"80","Allium cepa L.","SE",2008
"81","Allium cepa L.","SE",2008
"82","Allium cepa L.","SE",2008
"83","Allium cepa L.","SE",2008
"84","Allium cepa L.","SE",2008
"85","Allium cepa L.","SE",2008
"86","Allium cepa L.","SE",2008
"87","Allium cepa L.","SE",2008
"88","Allium cepa L.","SE",2008
"89","Allium cepa L.","SE",2008
"90","Allium cepa L.","SE",1998
"91","Allium cepa L.","SE",2007
"92","Allium cepa L.","SE",2007
"93","Allium cepa L.","SE",2007
"94","Allium cepa L.","SE",2007
"95","Allium cepa L.","SE",2007
"96","Allium cepa L.","SE",2007
"97","Allium cepa L.","SE",2007
"98","Allium cepa L.","SE",2006
"99","Allium cepa L.","SE",2004
"100","Allium cepa L.","SE",2005
"101","Allium cepa L.","SE",2002
"102","Allium cepa L.","SE",2004
"103","Allium cepa L.","SE",2004
"104","Allium cepa L.","SE",2004
"105","Allium cepa L.","SE",1906
"106","Allium cepa L.","SE",1950
"107","Allium cepa L.","SE",1950
"108","Allium cepa L.","SE",1883
"109","Allium cepa L.","SE",1988
"110","Allium cepa L.","SE",1988
"111","Allium cepa L.","SE",1900
"112","Allium cepa L.","SE",1890
"113","Allium cepa L.","SE",1950
"114","Allium cepa L.","GR",1991
"115","Allium cepa L.","GR",1981
"116","Allium cepa L.","GR",1982
"117","Allium cepa L.","FR",2006
"118","Allium cepa L.","FR",1990
"119","Allium cepa L.","FR",1911
"120","Allium cepa L.","NL",1900
"121","Allium cepa L.","FI",1968
"122","Allium cepa L.","FI",1958
"123","Allium cepa L.","FI",1910
"124","Allium cepa L.","FI",1925
"125","Allium cepa L.","IL",2000
"126","Allium cepa L.","PK",2023
"127","Allium cepa L.","ES",2020
"128","Allium cepa L.","EC",2023
"129","Allium cepa L.","DE",2023
"130","Allium cepa L.","IT",2023
"131","Allium cepa L.","SK",2023
"132","Allium cepa L.","ES",2022
"133","Allium cepa L.","CO",2021
"134","Allium cepa L.","BR",2013
"135","Allium cepa L.","MX",2023
"136","Allium cepa L.","EC",2023
"137","Allium cepa L.","CO",2023
"138","Allium cepa L.","CA",2020
"139","Allium cepa L.","ES",2023
"140","Allium cepa L.","MX",2019
"141","Allium cepa L.","DE",2023
"142","Allium cepa L.","IN",2015
"143","Allium cepa L.","IN",2015
"144","Allium cepa L.","DE",1998
"145","Allium cepa L.","DE",1998
"146","Allium cepa L.","DE",1980
"147","Allium cepa L.","DE",1998
"148","Allium cepa L.","SE",2023
"149","Allium cepa L.","BR",1996
"150","Allium cepa L.","BR",2013
"151","Allium cepa L.","CA",2023
"152","Allium cepa L.","NL",2023
"153","Allium cepa L.","ES",2023
"154","Allium cepa L.","DE",2023
"155","Allium cepa L.","US",2023
"156","Allium cepa L.","CL",2009
"157","Allium cepa L.","CL",2012
"158","Allium cepa L.","CL",2012
"159","Allium cepa L.","CL",2012
"160","Allium cepa L.","CL",2012
"161","Allium cepa L.","CL",2011
"162","Allium cepa L.","CL",2012
"163","Allium cepa L.","CL",2011
"164","Allium cepa L.","CL",2012
"165","Allium cepa L.","CL",2013
"166","Allium cepa L.","CL",2005
"167","Allium cepa L.","CL",2013
"168","Allium cepa L.","CL",2013
"169","Allium cepa L.","CL",2012
"170","Allium cepa L.","CL",2014
"171","Allium cepa L.","CL",2014
"172","Allium cepa L.","AL",2019
"173","Allium cepa L.","GE",2019
"174","Allium cepa L.","GE",2019
"175","Allium cepa L.","GE",2020
"176","Allium cepa L.","GE",2020
"177","Allium cepa L.","CH",2023
"178","Allium cepa L.","CH",2023
"179","Allium cepa L.","CH",2023
"180","Allium cepa L.","CH",2023
"181","Allium cepa L.","CH",2023
"182","Allium cepa L.","CH",2023
"183","Allium cepa L.","CH",2023
"184","Allium cepa L.","CH",2023
"185","Allium cepa L.","CH",2023
"186","Allium cepa L.","CH",2023
"187","Allium cepa L.","CH",1985
"188","Allium cepa L.","CH",2023
"189","Allium cepa L.","CH",2023
"190","Allium cepa L.","CH",2023
"191","Allium cepa L.","CH",2023
"192","Allium cepa L.","CH",2023
"193","Allium cepa L.","CH",2023
"194","Allium cepa L.","CH",2023
"195","Allium cepa L.","CH",2023
"196","Allium cepa L.","CH",2023
"197","Allium cepa L.","CH",2023
"198","Allium cepa L.","CH",2023
"199","Allium cepa L.","CH",2023
"200","Allium cepa L.","CH",2023
"201","Allium cepa L.","CH",2023
"202","Allium cepa L.","CH",2023
"203","Allium cepa L.","CH",2023
"204","Allium cepa L.","CH",2023
"205","Allium cepa L.","CH",2023
"206","Allium cepa L.","CH",2023
"207","Allium cepa L.","CH",2023
"208","Allium cepa L.","CH",2023
"209","Allium cepa L.","CH",2023
"210","Allium cepa L.","CH",2023
"211","Allium cepa L.","CH",1855
"212","Allium cepa L.","CH",2023
"213","Allium cepa L.","DE",2022
"214","Allium cepa L.","DE",2022
"215","Allium cepa L.","DE",2022
"216","Allium cepa L.","IT",2023
"217","Allium cepa L.","DE",2022
"218","Allium cepa L.","DE",2023
"219","Allium cepa var. viviparum (Metz) Mansf.","CH",2023
"220","Allium cepa L.","DE",2023
"221","Allium cepa L.","DE",2022
"222","Allium cepa L.","IT",2023
"223","Allium cepa L.","DE",2022
"224","Allium cepa L.","DE",2022
"225","Allium cepa L.","DE",2023
"226","Allium cepa L.","DE",2023
"227","Allium cepa L.","DE",2022
"228","Allium cepa L.","DE",2022
"229","Allium cepa L.","DE",2023
"230","Allium cepa L.","DK",2023
"231","Allium cepa L.","MX",1967
"232","Allium cepa L.","MX",1976
"233","Allium cepa L.","IN",2021
"234","Allium cepa L.","UA",2023
"235","Allium cepa L.","AM",2022
"236","Allium cepa L.","PL",2023
"237","Allium cepa L.","RU",2006
"238","Allium cepa L.","GB",2023
"239","Allium cepa L.","US",1942
"240","Allium cepa L.","US",2002
"241","Allium cepa L.","NL",2023
"242","Allium cepa L.","TR",2022
"243","Allium cepa L.","TR",2023
"244","Allium cepa L.","TR",2022
"245","Allium cepa L.","TR",2022
"246","Allium cepa L.","FR",2022
"247","Allium cepa L.","SE",2023
"248","Allium cepa L.","SE",2023
"249","Allium cepa L.","BE",2022
"250","Allium cepa L.","IN",2019
"251","Allium cepa L.","US",2023
"252","Allium cepa L.","RU",2023
"253","Allium cepa L.","PL",1990
"254","Allium cepa L.","PL",2015
"255","Allium cepa L.","US",2023
"256","Allium cepa L.","PL",1973
"257","Allium cepa L.","US",2023
"258","Allium cepa L.","US",2023
"259","Allium cepa L.","SE",2023
"260","Allium cepa L.","US",2021
"261","Allium cepa L.","US",2023
"262","Allium cepa var. aggregatum G.Don","US",2022
"263","Allium cepa L.","US",2022
"264","Allium cepa L.","US",2021
"265","Allium cepa L.","US",2019
"266","Allium cepa L.","US",2016
"267","Allium cepa L.","MX",2023
"268","Allium cepa L.","US",2023
"269","Allium cepa L.","AT",2023
"270","Allium cepa L.","UA",2012
"271","Allium cepa L.","GB",2022
"272","Allium cepa L.","EC",2021
"273","Allium cepa L.","DE",1897
"274","Allium cepa L.","US",1973
"275","Allium cepa L.","US",1973
"276","Allium cepa L.","NL",2006
"277","Allium cepa L.","NL",1979
"278","Allium cepa L.","US",1997
"279","Allium cepa L.","RU",2021
"280","Allium cepa L.","US",1942
"281","Allium cepa L.","EC",2004
"282","Allium cepa L.","US",1956
"283","Allium cepa L.","US",1971
"284","Allium cepa L.","US",1973
"285","Allium cepa L.","US",1956
"286","Allium cepa L.","US",1972
"287","Allium cepa L.","US",1957
"288","Allium cepa L.","US",1961
"289","Allium cepa L.","BJ",1999
"290","Allium cepa L.","BE",2023
"291","Allium cepa L.","BE",2023
"292","Allium cepa L.","US",1999
"293","Allium cepa L.","EC",1982
"294","Allium cepa L.","US",2019
"295","Allium cepa L.","PE",2010
"296","Allium cepa L.","US",1999
"297","Allium cepa L.","US",1999
"298","Allium cepa L.","US",1999
"299","Allium cepa L.","US",2000
"300","Allium cepa L.","US",1999
"301","Allium cepa L.","US",1998
"302","Allium cepa L.","US",1998
"303","Allium cepa L.","US",1999
"304","Allium cepa L.","US",1999
"305","Allium cepa L.","NL",2023
"306","Allium cepa L.","NL",2023
"307","Allium cepa L.","PK",2020
"308","Allium cepa L.","CN",1951
"309","Allium cepa L.","CN",1955
"310","Allium cepa L.","CN",1956
"311","Allium cepa L.","CN",1960
"312","Allium cepa L.","CN",1942
"313","Allium cepa L.","CN",1956
"314","Allium cepa var. aggregatum G.Don","CN",1974
"315","Allium cepa L.","SE",2021
"316","Allium cepa L.","PE",2010
"317","Allium cepa L.","IN",1960
"318","Allium cepa L.","IN",1960
"319","Allium cepa L.","IN",1962
"320","Allium cepa L.","IN",1971
"321","Allium cepa L.","SE",1998
"322","Allium cepa L.","SE",1998
"323","Allium cepa L.","SV",2018
"324","Allium cepa L.","ES",2014
"325","Allium cepa L.","BE",2023
"326","Allium cepa L.","SE",1897
"327","Allium cepa L.","CH",1963
"328","Allium cepa L.","CH",1976
"329","Allium cepa L.","CH",1961
"330","Allium cepa L.","CH",1963
"331","Allium cepa L.","CH",1964
"332","Allium cepa L.","CH",1958
"333","Allium cepa L.","CH",1974
"334","Allium cepa L.","CH",1963
"335","Allium cepa L.","CH",1960
"336","Allium cepa L.","CH",1963
"337","Allium cepa L.","CH",1961
"338","Allium cepa L.","CH",1967
"339","Allium cepa L.","CH",1963
"340","Allium cepa L.","CH",1967
"341","Allium cepa L.","CH",1975
"342","Allium cepa L.","CH",1964
"343","Allium cepa L.","CH",1963
"344","Allium cepa L.","CH",1963
"345","Allium cepa L.","EG",2015
"346","Allium cepa L.","GB",2015
"347","Allium cepa L.","GB",2013
"348","Allium cepa L.","GB",2005
"349","Allium cepa L.","GB",2008
"350","Allium cepa L.","GB",2011
"351","Allium cepa L.","GB",1990
"352","Allium cepa L.","GB",2013
"353","Allium cepa L.","GB",2007
"354","Allium cepa L.","GB",1977
"355","Allium cepa L.","GB",1977
"356","Allium cepa L.","GB",2016
"357","Allium cepa L.","GB",1968
"358","Allium cepa L.","GB",2016
"359","Allium cepa L.","GB",1977
"360","Allium cepa L.","GB",2016
"361","Allium cepa L.","GB",1972
"362","Allium cepa L.","GB",1978
"363","Allium cepa L.","GB",2016
"364","Allium cepa L.","GB",2017
"365","Allium cepa L.","GB",2017
"366","Allium cepa L.","GB",1968
"367","Allium cepa L.","GB",1978
"368","Allium cepa L.","GB",2016
"369","Allium cepa L.","GB",2016
"370","Allium cepa L.","GB",2015
"371","Allium cepa L.","BE",2022
"372","Allium cepa L.","NG",2010
"373","Allium cepa L.","NG",2016
"374","Allium cepa L.","FR",2022
"375","Allium cepa L.","IT",2022
"376","Allium cepa L.","FR",2022
"377","Allium cepa L.","FR",2022
"378","Allium cepa L.","IT",2022
"379","Allium cepa L.","US",2022
"380","Allium cepa L.","AR",2022
"381","Allium cepa L.","FR",2022
"382","Allium cepa L.","FR",2022
"383","Allium cepa L.","FR",2022
"384","Allium cepa L.","IT",2022
"385","Allium cepa L.","US",2022
"386","Allium cepa L.","US",2022
"387","Allium cepa L.","ES",2022
"388","Allium cepa L.","CZ",2022
"389","Allium cepa L.","FR",2022
"390","Allium cepa L.","ES",2022
"391","Allium cepa L.","IT",2022
"392","Allium cepa L.","ES",2022
"393","Allium cepa L.","ES",2020
"394","Allium cepa L.","FR",2021
"395","Allium cepa L.","RU",2022
"396","SH0880357.09FU","EE",2012
"397","SH0880357.09FU","EE",2014
"398","Allium cepa L.","NO",2022
"399","Allium cepa L.","AR",2020
"400","Allium cepa L.","FR",2022
"401","Allium cepa L.","FR",2022
"402","Allium cepa L.","FR",2022
"403","Allium cepa L.","ES",2021
"404","Allium cepa L.","ES",2021
"405","Allium cepa L.","IT",2021
"406","Allium cepa L.","ES",2022
"407","Allium cepa L.","FR",2022
"408","Allium cepa L.","IN",2021
"409","Allium cepa L.","IT",2020
"410","Allium cepa L.","FR",2021
"411","Allium cepa L.","HR",2021
"412","Allium cepa L.","FR",2022
"413","Allium cepa L.","FR",2022
"414","Allium cepa L.","US",2022
"415","Allium cepa L.","ES",2019
"416","Allium cepa L.","FR",2022
"417","Allium cepa L.","FR",2021
"418","Allium cepa L.","ES",2022
"419","Allium cepa L.","US",2017
"420","Allium cepa L.","DZ",2022
"421","Allium cepa L.","FR",2021
"422","Allium cepa L.","HR",2016
"423","Allium cepa L.","FR",2019
"424","Allium cepa L.","IT",2021
"425","Allium cepa L.","RS",2022
"426","Allium cepa L.","ES",2022
"427","Allium cepa L.","FR",2020
"428","Allium cepa L.","FR",2018
"429","Allium cepa L.","MA",2019
"430","Allium cepa L.","IN",2021
"431","Allium cepa L.","HR",2019
"432","Allium cepa L.","FR",2022
"433","Allium cepa L.","FR",2021
"434","Allium cepa L.","ES",2022
"435","Allium cepa L.","HR",2019
"436","Allium cepa L.","CZ",2021
"437","Allium cepa L.","US",2021
"438","Allium cepa L.","ES",2021
"439","Allium cepa L.","FR",2020
"440","Allium cepa L.","ES",2018
"441","Allium cepa L.","FR",2021
"442","Allium cepa L.","FR",2020
"443","Allium cepa L.","FR",2022
"444","Allium cepa L.","FR",2019
"445","Allium cepa L.","IT",2020
"446","Allium cepa L.","ES",2018
"447","Allium cepa L.","FR",2019
"448","Allium cepa L.","FR",2020
"449","Allium cepa L.","FR",2022
"450","Allium cepa L.","FR",2019
"451","Allium cepa L.","IT",2018
"452","Allium cepa L.","ES",2018
"453","Allium cepa L.","FR",2018
"454","Allium cepa L.","FR",2022
"455","Allium cepa L.","US",2022
"456","Allium cepa L.","ES",2022
"457","Allium cepa L.","FR",2022
"458","Allium cepa L.","FR",2022
"459","Allium cepa L.","RU",2022
"460","Allium cepa L.","ES",2022
"461","Allium cepa L.","ES",2022
"462","Allium cepa L.","IN",2022
"463","Allium cepa L.","IN",2022
"464","Allium cepa L.","SK",2021
"465","Allium cepa L.","ES",2021
"466","Allium cepa L.","FR",2021
"467","Allium cepa L.","US",2022
"468","Allium cepa L.","FR",2021
"469","Allium cepa L.","FR",2021
"470","Allium cepa L.","ES",2021
"471","Allium cepa L.","ES",2021
"472","Allium cepa L.","FR",2021
"473","Allium cepa L.","ES",2021
"474","Allium cepa L.","ES",2021
"475","Allium cepa L.","US",2021
"476","Allium cepa L.","IN",2021
"477","Allium cepa L.","IT",2022
"478","Allium cepa L.","ES",2022
"479","Allium cepa L.","US",2022
"480","Allium cepa L.","ES",2021
"481","Allium cepa L.","FR",2022
"482","Allium cepa L.","ES",2022
"483","Allium cepa L.","RS",2022
"484","Allium cepa L.","AT",2020
"485","Allium cepa L.","MX",2020
"486","Allium cepa L.","IT",2022
"487","Allium cepa L.","FR",2022
"488","Allium cepa L.","SK",2022
"489","Allium cepa L.","FR",2022
"490","Allium cepa L.","FR",2022
"491","Allium cepa L.","IT",2022
"492","Allium cepa L.","FR",2021
"493","Allium cepa L.","CH",2022
"494","Allium cepa L.","ES",2022
"495","Allium cepa L.","ES",2021
"496","Allium cepa L.","FR",2022
"497","Allium cepa L.","IT",2021
"498","Allium cepa L.","FR",2021
"499","Allium cepa L.","SI",2022
"500","Allium cepa L.","FR",2021
"501","Allium cepa L.","FR",2021
"502","Allium cepa L.","IT",2021
"503","Allium cepa L.","IN",2019
"504","Allium cepa L.","RU",2021
"505","Allium cepa L.","MX",2021
"506","Allium cepa L.","ES",2021
"507","Allium cepa L.","IT",2022
"508","Allium cepa L.","MX",2020
"509","Allium cepa L.","IN",2021
"510","Allium cepa L.","US",2021
"511","Allium cepa L.","BA",2022
"512","Allium cepa L.","ES",2021
"513","Allium cepa L.","IN",2020
"514","Allium cepa L.","ES",2022
"515","Allium cepa L.","IN",2021
"516","Allium cepa L.","IN",2022
"517","Allium cepa L.","US",2020
"518","Allium cepa L.","IN",2021
"519","Allium cepa L.","IN",2021
"520","Allium cepa L.","IN",2021
"521","Allium cepa L.","FR",2021
"522","Allium cepa L.","IN",2021
"523","Allium cepa L.","ES",2021
"524","Allium cepa L.","ES",2021
"525","Allium cepa L.","FR",2021
"526","Allium cepa L.","FR",2020
"527","Allium cepa L.","DO",2020
"528","Allium cepa L.","FR",2020
"529","Allium cepa L.","IT",2020
"530","Allium cepa L.","ES",2020
"531","Allium cepa L.","ES",2022
"532","Allium cepa L.","FR",2019
"533","Allium cepa L.","FR",2022
"534","Allium cepa L.","CH",2018
"535","Allium cepa L.","FR",1946
"536","Allium cepa L.","FR",1992
"537","Allium cepa L.","FR",1992
"538","Allium cepa L.","FR",1992
"539","Allium cepa L.","FR",1992
"540","Allium cepa L.","FR",1992
"541","Allium cepa L.","FR",1992
"542","Allium cepa L.","FR",1992
"543","Allium cepa L.","FR",1992
"544","Allium cepa L.","FR",1992
"545","Allium cepa L.","FR",1992
"546","Allium cepa L.","FR",1992
"547","Allium cepa L.","FR",1992
"548","Allium cepa L.","FR",1992
"549","Allium cepa L.","FR",1992
"550","Allium cepa L.","FR",1992
"551","Allium cepa L.","CA",2022
"552","Allium cepa L.","PK",2014
"553","Allium cepa L.","PK",2020
"554","Allium cepa L.","PK",2004
"555","Allium cepa L.","PK",2017
"556","Allium cepa L.","PK",2017
"557","Allium cepa L.","RU",2002
"558","Allium cepa L.","NL",2022
"559","Allium cepa L.","NL",2022
"560","Allium cepa L.","NL",2022
"561","Allium cepa L.","IT",2021
"562","Allium cepa L.","IT",2021
"563","Allium cepa L.","RU",2022
"564","Allium cepa L.","IN",2022
"565","Allium cepa L.","IN",2022
"566","Allium cepa L.","NO",2022
"567","Allium cepa L.","CA",2018
"568","Allium cepa L.","AU",2022
"569","Allium cepa L.","RO",2020
"570","Allium cepa L.","DE",2000
"571","Allium cepa L.","DE",2000
"572","Allium cepa L.","DE",2000
"573","Allium cepa L.","BE",2014
"574","Allium cepa L.","AT",2009
"575","Allium cepa L.","AT",2003
"576","Allium cepa L.","SE",2022
"577","Allium cepa L.","SE",2022
"578","Allium cepa L.","GB",2006
"579","Allium cepa L.","GB",2010
"580","Allium cepa L.","GB",2003
"581","Allium cepa L.","GB",2009
"582","Allium cepa L.","GB",2003
"583","Allium cepa L.","GB",1997
"584","Allium cepa L.","GB",2003
"585","Allium cepa L.","FR",2022
"586","Allium cepa L.","GB",1989
"587","Allium cepa L.","BE",2022
"588","Allium cepa L.","US",1947
"589","Allium cepa L.","US",1950
"590","Allium cepa L.","US",1942
"591","Allium cepa L.","US",1941
"592","Allium cepa L.","US",1942
"593","Allium cepa L.","US",1950
"594","Allium cepa L.","US",1944
"595","Allium cepa L.","US",1948
"596","Allium cepa L.","US",1866
"597","Allium cepa L.","US",2022
"598","Allium cepa L.","SE",2022
"599","Allium cepa L.","SE",2022
"600","Allium cepa L.","EC",2004
"601","Allium cepa L.","EC",1991
"602","Allium cepa L.","EC",2005
"603","Allium cepa L.","EC",2004
"604","Allium cepa L.","EC",2002
"605","Allium cepa L.","EC",2002
"606","Allium cepa L.","EC",1986
"607","Allium cepa L.","EC",1986
"608","Allium cepa L.","ES",1988
"609","Allium cepa L.","FR",1911
"610","Allium cepa L.","FR",1990
"611","Allium cepa L.","RE",2017
"612","Allium cepa L.","RE",2005
"613","Allium cepa L.","US",1990
"614","Allium cepa L.","NL",2022
"615","Allium cepa L.","NL",2017
"616","Allium cepa L.","GB",2005
"617","Allium cepa L.","GB",1996
"618","Allium cepa L.","LU",2021
"619","Allium cepa L.","GB",2014
"620","Allium cepa L.","GB",2015
"621","Allium cepa L.","GB",1972
"622","Allium cepa L.","GB",2007
"623","Allium cepa L.","GB",2000
"624","Allium cepa L.","GB",2001
"625","Allium cepa L.","GB",1995
"626","Allium cepa L.","GB",2006
"627","Allium cepa L.","GB",2011
"628","Allium cepa L.","GB",2003
"629","Allium cepa L.","NG",2011
"630","Allium cepa L.","NG",2010
"631","Allium cepa L.","NG",2013
"632","Allium cepa L.","NG",2016
"633","Allium cepa L.","ES",1576
"634","Allium cepa L.","ES",1574
"635","Allium cepa L.","ES",1576
"636","Allium cepa L.","ES",1575
"637","Allium cepa L.","ES",1578
"638","Allium cepa L.","ES",1575
"639","Allium cepa L.","ES",1576
"640","Allium cepa L.","ES",1580
"641","Allium cepa L.","ES",1575
"642","Allium cepa L.","ES",1575
"643","Allium cepa L.","ES",1576
"644","Allium cepa L.","ES",1575
"645","Allium cepa L.","ES",1576
"646","Allium cepa L.","GB",1995
"647","Allium cepa L.","SE",2021
"648","Allium cepa L.","US",2022
"649","Allium cepa L.","SE",2022
"650","Allium cepa L.","SE",2021
"651","Allium cepa L.","SE",2022
"652","Allium cepa L.","EE",2015
"653","Allium cepa L.","DE",2022
"654","Allium cepa L.","GB",1996
"655","Allium cepa L.","GB",1971
"656","Allium cepa L.","GB",1969
"657","Allium cepa L.","NL",2021
"658","Allium cepa L.","NL",2021
"659","Allium cepa L.","NL",2021
"660","Allium cepa L.","NL",2021
"661","Allium cepa L.","NL",2020
"662","Allium cepa L.","NL",2020
"663","Allium cepa L.","NL",2020
"664","Allium cepa L.","NL",2020
"665","Allium cepa L.","NL",2021
"666","Allium cepa L.","NL",2020
"667","Allium cepa L.","MX",1980
"668","Allium cepa L.","MX",1981
"669","Allium cepa L.","MX",1988
"670","Allium cepa L.","FR",1911
"671","Allium cepa L.","AU",2007
"672","Allium cepa L.","AU",2007
"673","Allium cepa L.","RS",2014
"674","Allium cepa L.","BR",2008
"675","Allium cepa L.","US",2018
"676","Allium cepa L.","SE",2021
"677","Allium cepa L.","SE",2021
"678","Allium cepa L.","SE",2021
"679","Allium cepa L.","SE",2021
"680","Allium cepa L.","SE",2021
"681","Allium cepa L.","SE",2021
"682","Allium cepa L.","SE",2021
"683","Allium cepa L.","SE",2021
"684","Allium cepa L.","SE",2021
"685","Allium cepa L.","SE",2021
"686","Allium cepa L.","SE",2021
"687","Allium cepa L.","BE",2021
"688","Allium cepa L.","CH",1987
"689","Allium cepa var. cepa","GE",2017
"690","Allium cepa var. cepa","AL",2018
"691","Allium cepa var. cepa","AL",2018
"692","Allium cepa var. cepa","AL",2018
"693","Allium cepa var. cepa","AL",2018
"694","Allium cepa var. cepa","AL",2018
"695","Allium cepa var. cepa","GE",2018
"696","Allium cepa L.","DE",2020
"697","Allium cepa L.","DE",2021
"698","Allium cepa L.","DE",2020
"699","Allium cepa L.","DE",2020
"700","Allium cepa L.","DE",2021
"701","Allium cepa L.","DE",2021
"702","Allium cepa L.","DE",2020
"703","Allium cepa L.","DE",2021
"704","Allium cepa L.","DE",2020
"705","Allium cepa L.","DE",2021
"706","Allium cepa L.","DE",2021
"707","Allium cepa L.","DE",2021
"708","Allium cepa L.","DE",2020
"709","Allium cepa L.","DE",2021
"710","Allium cepa L.","DE",2020
"711","Allium cepa var. viviparum (Metz) Mansf.","DE",2020
"712","Allium cepa L.","DE",2020
"713","Allium cepa L.","DE",2021
"714","Allium cepa L.","DE",2021
"715","Allium cepa L.","DE",2020
"716","Allium cepa L.","DE",2020
"717","Allium cepa L.","DE",2021
"718","Allium cepa L.","DE",2021
"719","Allium cepa L.","DE",2021
"720","Allium cepa L.","US",2018
"721","Allium cepa L.","ES",2019
"722","Allium cepa L.","GB",2021
"723","Allium cepa L.","JP",2013
"724","Allium cepa L.","DK",2021
"725","Allium cepa L.","LV",2021
"726","Allium cepa L.","US",2021
"727","Allium cepa L.","GB",2020
"728","Allium cepa L.","US",2021
"729","Allium cepa L.","AT",2021
"730","Allium cepa L.","DE",2020
"731","Allium cepa L.","US",2021
"732","Allium cepa L.","UA",2021
"733","Allium cepa L.","EC",2021
"734","Allium cepa L.","IT",1883
"735","Allium cepa L.","IT",2004
"736","Allium cepa L.","IT",2004
"737","Allium cepa L.","JP",1987
"738","Allium cepa L.","JP",1987
"739","Allium cepa L.","BE",2021
"740","Allium cepa L.","BE",2021
"741","Allium cepa var. aggregatum G.Don","MX",2012
"742","Allium cepa L.","MX",2011
"743","Allium cepa var. aggregatum G.Don","MX",2011
"744","Allium cepa L.","MX",1996
"745","Allium cepa L.","MX",1981
"746","Allium cepa L.","MX",1980
"747","Allium cepa L.","MX",1977
"748","Allium cepa L.","MX",1965
"749","Allium cepa L.","AU",1955
"750","Allium cepa L.","US",1988
"751","Allium cepa L.","US",1988
"752","Allium cepa L.","US",2021
"753","Allium cepa L.","US",2021
"754","Allium cepa L.","GB",2003
"755","Allium cepa L.","GB",1943
"756","Allium cepa L.","GB",1995
"757","Allium cepa L.","GB",2014
"758","Allium cepa L.","GB",2013
"759","Allium cepa L.","GB",1997
"760","Allium cepa L.","GB",1921
"761","Allium cepa L.","GB",1989
"762","Allium cepa L.","GB",2013
"763","Allium cepa L.","GB",2013
"764","Allium cepa L.","GB",1987
"765","Allium cepa L.","GB",1922
"766","Allium cepa L.","GB",2013
"767","Allium cepa L.","GB",1983
"768","Allium cepa L.","GB",1918
"769","Allium cepa L.","GB",1997
"770","Allium cepa L.","GB",2014
"771","Allium cepa L.","GB",1970
"772","Allium cepa L.","GB",1987
"773","Allium cepa L.","GB",1970
